,site,year,month,day,replicate,species,stage,length,comments,entered,checked
21779,ppo,2016,11,15,1,shpe,1,75,,gsb,ben
21780,ppo,2016,11,15,1,shpe,1,75,,gsb,ben
21781,ppo,2016,11,15,1,shpe,1,75,,gsb,ben
21782,ppo,2016,11,15,1,shpe,1,75,,gsb,ben
21783,ppo,2016,11,15,1,shpe,1,75,,gsb,ben
21784,pba,2016,11,17,1,shpe,1,75,,ben,
21785,pba,2016,11,17,1,shpe,1,75,,ben,
21786,pba,2016,11,17,2,bapi,3,75,,ben,
21787,wfb,2016,11,18,1,sand,3,75,,ben,
21788,wfb,2016,11,18,1,sand,3,75,,ben,
21789,wfb,2017,3,30,2,sand,3,75,,tyrel,
21790,ssp,2017,3,30,2,saso,3,75,,tyrel,
21791,ppo,2017,5,24,1,ling,3,75,,ang,kdb
21792,pba,2017,5,24,2,snpr,3,75,,ang,kdb
21793,hdo,2017,5,25,1,ling,3,75,,gsb,kdb
21794,hdo,2017,5,25,2,chum,3,75,,kdb,kdb
21795,wfb,2017,5,26,1,pink,3,75,,kdb,
21796,ssp,2017,5,26,1,smsc,3,75,,kdb,
21797,hdo,2017,6,12,1,ling,3,75,,neha,
21798,hdo,2017,6,12,1,unpo,3,75,,neha,
21799,wfb,2017,6,13,1,sand,3,75,,neha,
21800,wfb,2017,6,13,1,pasa,3,75,,neha,
21801,ssp,2017,6,13,1,sand,3,75,,neha,
21802,wfb,2017,7,8,1,saso,3,75,,kdb,nap
21803,wfb,2017,7,8,2,pink,3,75,,kdb,nap
21804,wfb,2017,7,8,2,pink,3,75,,kdb,nap
21805,ssp,2017,7,8,1,sand,3,75,,kdb,nap
21806,pba,2017,7,9,1,bago,3,75,,kdb,nap
21807,pba,2017,7,9,2,pasa,3,75,,kdb,nap
21808,ppo,2017,7,9,1,pasa,3,75,,kdb,nap
21809,hdo,2017,7,10,1,paco,3,75,,kdb,nap
21810,hdo,2017,7,10,1,enso,3,75,,kdb,nap
21811,hab4,2017,7,20,1,enso,3,75,,jg,kaia
21812,hab4,2017,7,20,1,ling,3,75,,jg,kaia
21813,hab4,2017,7,20,2,stsc,3,75,,jg,kaia
21814,hab4,2017,7,20,2,sand,3,75,,jg,kaia
21815,hab2,2017,7,21,1,enso,3,75,,jg,kaia
21816,hab2,2017,7,21,1,enso,3,75,,jg,kaia
21817,hab2,2017,7,21,1,pasa,3,75,,jg,kaia
21818,hab2,2017,7,21,1,sand,3,75,,jg,kaia
21819,fei3,2017,7,22,1,enso,3,75,,jg,kaia
21820,fei4,2017,7,22,1,crgu,3,75,,jg,kaia
21821,fei4,2017,7,22,1,pasc,3,75,,jg,kaia
21822,kis1,2017,7,24,2,pasa,3,75,,jg,kaia
21823,kis2,2017,7,24,1,enso,3,75,,jg,kaia
21824,kis2,2017,7,24,2,kegr,3,75,,jg,kaia
21825,ris3,2017,7,25,1,enso,3,75,,jg,kaia
21826,ris3,2017,7,25,1,crgu,3,75,,jg,kaia
21827,ris3,2017,7,25,1,hico,3,75,,jg,kaia
21828,ris1,2017,7,25,2,kegr,3,75,,jg,kaia
21829,gog4,2017,7,26,1,pasa,3,75,,jg,jg
21830,gog1,2017,7,26,1,sisc,3,75,,jg,jg
21831,gog1,2017,7,26,1,busc,3,75,,jg,jg
21832,gog1,2017,7,26,1,reil,3,75,,jg,jg
21833,gog1,2017,7,26,1,reil,3,75,,jg,jg
21834,gog1,2017,7,26,1,reil,3,75,,jg,jg
21835,koe1,2017,7,27,2,enso,3,75,,jg,jg
21836,fan1,2017,7,28,1,sand,3,75,,jg,kaia
21837,fan1,2017,7,28,1,enso,3,75,,jg,kaia
21838,fan1,2017,7,28,1,enso,3,75,,jg,kaia
21839,fan1,2017,7,28,2,enso,3,75,,jg,kaia
21840,fan3,2017,7,28,1,coro,3,75,,jg,kaia
21841,fan3,2017,7,28,1,enso,3,75,,jg,kaia
21842,ppo,2017,8,23,1,tisc,3,75,,kaia,bmm
21843,hdo,2017,8,23,1,pasa,3,75,,kaia,bmm
21844,hdo,2017,8,23,2,bago,3,75,,kaia,bmm
21845,pba,2017,8,24,1,tube,3,75,,kaia,bmm
21846,pba,2017,8,24,1,crgu,3,75,,kaia,bmm
21847,pba,2017,8,24,1,boro,3,75,,kaia,bmm
21848,pba,2017,8,24,2,herr,3,75,,kaia,bmm
21849,pba,2017,8,24,2,herr,3,75,,kaia,bmm
21850,pba,2017,8,24,2,herr,3,75,,kaia,bmm
21851,chp,2017,8,24,2,tube,3,75,,kaia,bmm
21852,chp,2017,8,24,2,tube,3,75,,kaia,bmm
21853,wfb,2017,8,25,1,sand,3,75,,ben,bmm
21854,wfb,2017,8,25,1,sand,3,75,,ben,bmm
21855,wfb,2017,8,25,1,sand,3,75,,ben,bmm
21856,wfb,2017,8,25,1,pasa,3,75,,ben,bmm
21857,wfb,2017,8,25,2,herr,3,75,,ben,bmm
21858,ssp,2017,8,25,1,enso,3,75,,ben,bmm
21859,ssp,2017,8,25,1,pasa,3,75,,ben,bmm
21860,ssp,2018,5,31,1,pink,3,75,,,
21861,ssp,2018,5,31,1,pasa,3,75,,,
21862,ssp,2018,5,31,1,sand,3,75,,,
21863,ssp,2018,5,31,2,pasa,3,75,,,
21864,ssp,2018,5,31,2,pasa,3,75,,,
21865,ssp,2018,5,31,2,pasa,3,75,,,
21866,ssp,2018,5,31,2,saso,3,75,,,
21867,pba,2018,7,10,1,enso,3,75,,CP,
21868,pba,2018,7,10,2,thst,3,75,,KB,
21869,pba,2018,7,10,2,grsc,3,75,,KB,
21870,hab4,2018,7,11,1,grsc,3,75,,TF,TF
21871,hab4,2018,7,11,1,grsc,3,75,,TF,TF
21872,hab4,2018,7,11,1,stsc,3,75,,TF,TF
21873,hab4,2018,7,11,1,stsc,3,75,,TF,TF
21874,hab4,2018,7,11,1,pegu,3,75,,TF,TF
21875,hab8,2018,7,11,2,susm,3,75,,TF,
21876,hab17,2018,7,11,2,pasa,3,75,,TF,
21877,hab92,2018,7,11,2,enso,3,75,,TF,
21878,hab104,2018,7,11,2,enso,3,75,,TF,
21879,hab125,2018,7,11,2,enso,3,75,,TF,
21880,hdo,2018,7,11,1,grsc,3,75,,kb,
21881,ppo,2018,7,11,2,enso,3,75,,cp,
21882,ppo,2018,7,11,2,pegu,3,75,,cp,
21883,hab2,2018,7,12,1,sand,3,75,,op,
21884,hab2,2018,7,12,1,sand,3,75,,op,
21885,hab2,2018,7,12,1,pasa,3,75,,op,
21886,hab2,2018,7,12,1,sand,3,75,,op,
21887,hab2,2018,7,12,1,sand,3,75,,op,
21888,hab2,2018,7,12,1,sand,3,75,,op,
21889,hab2,2018,7,12,1,sand,3,75,,op,
21890,hab2,2018,7,12,2,pasa,3,75,,op,
21891,wfb,2018,7,12,1,susm,3,75,,op,
21892,wfb,2018,7,12,1,pasa,3,75,,op,
21893,wfb,2018,7,12,1,sand,3,75,,op,
21894,wfb,2018,7,12,1,enso,3,75,,op,
21895,wfb,2018,7,12,1,enso,3,75,,op,
21896,wfb,2018,7,12,1,stsc,3,75,,op,
21897,wfb,2018,7,12,1,sand,3,75,,op,
21898,wfb,2018,7,12,1,sand,3,75,,op,
21899,wfb,2018,7,12,2,pasa,3,75,,op,
21900,wfb,2018,7,12,2,herr,3,75,,op,
21901,wfb,2018,7,12,2,herr,3,75,,op,
21902,wfb,2018,7,12,2,saso,3,75,,op,
21903,ssp,2018,7,12,1,sisc,3,75,,zm,
21904,ssp,2018,7,12,1,sisc,3,75,,zm,
21905,ssp,2018,7,12,2,enso,3,75,,zm,
21906,ssp,2018,7,12,2,enso,3,75,,zm,
21907,ssp,2018,7,12,2,enso,3,75,,zm,
21908,ssp,2018,7,12,2,pasa,3,75,,zm,
21909,ssp,2018,7,12,2,pasa,3,75,,zm,
21910,ssp,2018,7,12,2,pasa,3,75,,zm,
21911,kis1,2018,7,13,2,sand,3,75,,ZM,TF
21912,kis1,2018,7,13,2,sand,3,75,,ZM,TF
21913,kis1,2018,7,13,2,enso,3,75,,ZM,TF
21914,kis2,2018,7,13,1,herr,1,75,,ZM,TF
21915,kis2,2018,7,13,1,sand,3,75,,ZM,TF
21916,kis2,2018,7,13,1,sand,3,75,,ZM,TF
21917,kis2,2018,7,13,1,sand,3,75,,ZM,TF
21918,kis2,2018,7,13,2,pasa,3,75,,ZM,TF
21919,gog4,2018,7,14,1,pasa,3,75,,TF,
21920,gog4,2018,7,14,1,kegr,3,75,,TF,
21921,gog4,2018,7,14,1,pegu,3,75,,TF,
21922,gog4,2018,7,14,1,wall,3,75,,TF,
21923,gog4,2018,7,14,2,rosc,3,75,,TF,
21924,gog1,2018,7,14,2,sisc,3,75,,TF,
21925,gog1,2018,7,14,2,sisc,3,75,,TF,
21926,gog1,2018,7,14,2,sisc,3,75,,TF,
21927,gog1,2018,7,14,2,sisc,3,75,,TF,
21928,gog1,2018,7,14,2,sisc,3,75,,TF,
21929,gog1,2018,7,14,2,sisc,3,75,,TF,
21930,gog1,2018,7,14,2,kegr,3,75,,TF,
21931,gog1,2018,7,14,2,pegu,3,75,,TF,
21932,gog1,2018,7,14,1,sisc,3,75,,TF,
21933,fan1,2018,7,15,1,pegu,3,75,,TF,
21934,fan3,2018,7,15,1,sisc,3,75,,CP,
21935,fan3,2018,7,15,1,sisc,3,75,,CP,
21936,fan3,2018,7,15,1,sisc,3,75,,CP,
21937,fan3,2018,7,15,1,pegu,3,75,,CP,
21938,fan3,2018,7,15,1,reil,3,75,,CP,
21939,fan3,2018,7,15,2,pegu,3,75,,CP,
21940,fan3,2018,7,15,2,pegu,3,75,,CP,
21941,fan3,2018,7,15,2,kegr,3,75,,CP,
21942,fan3,2018,7,15,2,sisc,3,75,,CP,
21943,sni1,2018,7,16,1,herr,3,75,,CP,
21944,sni1,2018,7,16,1,herr,3,75,,CP,
21945,sni1,2018,7,16,1,herr,3,75,,CP,
21946,sni1,2018,7,16,1,herr,3,75,,CP,
21947,sni1,2018,7,16,1,herr,3,75,,CP,
21948,sni1,2018,7,16,1,herr,3,75,,CP,
21949,sni1,2018,7,16,1,herr,3,75,,CP,
21950,sni1,2018,7,16,1,herr,3,75,,CP,
21951,sni2,2018,7,16,1,enso,3,75,,CP,
21952,sni2,2018,7,16,2,grsc,3,75,,CP,
21953,sni2,2018,7,16,2,pasa,3,75,,CP,
21954,fei4,2018,7,17,1,stsc,3,75,,CP,
21955,fei4,2018,7,17,1,grsc,3,75,,CP,
21956,fei4,2018,7,17,1,grsc,3,75,,CP,
21957,fei4,2018,7,17,2,reil,3,75,,CP,
21958,fei4,2018,7,17,2,herr,3,75,,CP,
21959,fei4,2018,7,17,2,herr,3,75,,CP,
21960,fei4,2018,7,17,2,blgo,3,75,,CP,
21961,fei4,2018,7,17,2,enso,3,75,,CP,
21962,fei4,2018,7,17,2,enso,3,75,,CP,
21963,fei4,2018,7,17,1,sand,3,75,,TF,
21964,fei4,2018,7,17,1,sand,3,75,,TF,
21965,fei4,2018,7,17,1,sand,3,75,,TF,
21966,fei4,2018,7,17,1,sand,3,75,,TF,
21967,fei3,2018,7,17,1,enso,3,75,,TF,
21968,fei3,2018,7,17,1,enso,3,75,,TF,
21969,fei3,2018,7,17,2,bapi,3,75,,TF,
21970,fei3,2018,7,17,2,grsc,3,75,,TF,
21971,fei3,2018,7,17,2,grsc,3,75,,TF,
21972,fei3,2018,7,17,2,grsc,3,75,,TF,
21973,fei3,2018,7,17,2,enso,3,75,,TF,
21974,fei3,2018,7,17,2,enso,3,75,,TF,
21975,koe1,2018,7,18,1,coho,3,75,,KB,
21976,koe1,2018,7,18,1,enso,3,75,,KB,
21977,ris3,2018,7,19,1,enso,3,75,,TF,
21978,ris3,2018,7,19,1,kegr,3,75,,TF,
21979,ris1,2018,7,19,1,sand,3,75,,TF,
21980,ris1,2018,7,19,1,sand,3,75,,TF,
21981,ris1,2018,7,19,1,sand,3,75,,TF,
21982,ris1,2018,7,19,1,sand,3,75,,TF,
21983,ris1,2018,7,19,1,sand,3,75,,TF,
21984,ris1,2018,7,19,1,sand,3,75,,TF,
21985,ppo,2018,8,23,2,shpe,1,75,,,
21986,ssp,2018,8,24,1,pasa,3,75,,,
21987,ssp,2018,8,24,1,enso,3,75,,,
21988,ssp,2018,8,24,1,saso,3,75,,,
21989,ssp,2018,8,24,1,saso,3,75,,,
21990,ssp,2018,8,24,1,herr,3,75,,,
21991,ssp,2018,8,24,1,enso,3,75,,,
21992,ssp,2018,8,24,1,enso,3,75,,,
21993,ssp,2018,8,24,1,enso,3,75,,,
21994,ssp,2018,8,24,1,enso,3,75,,,
21995,wfb,2018,8,24,1,enso,3,75,,,
21996,wfb,2018,8,24,1,enso,3,75,,,
21997,wfb,2018,8,24,1,enso,3,75,,,
21998,wfb,2018,8,24,1,pasa,3,75,,,
21999,wfb,2018,8,24,1,sand,3,75,,,
22000,wfb,2018,8,24,1,sand,3,75,,,
22001,wfb,2018,8,24,1,sand,3,75,,,
22002,wfb,2018,8,24,1,sand,3,75,,,
22003,wfb,2018,8,24,1,sand,3,75,,,
22004,wfb,2018,8,24,1,sand,3,75,,,
22005,wfb,2018,8,24,1,sand,3,75,,,
22006,wfb,2018,8,24,1,sand,3,75,,,
22007,wfb,2018,8,24,1,sand,3,75,,,
22008,wfb,2018,8,24,1,sand,3,75,,,
22009,wfb,2018,8,24,1,sand,3,75,,,
22010,wfb,2018,8,24,1,sand,3,75,,,
22011,wfb,2018,8,24,1,sand,3,75,,,
22012,chp,2018,8,25,2,byro,3,75,,,
22013,pba,2018,8,25,1,grsc,3,75,,,
22014,chp,2019,7,29,1,stpe,1,75,,TF,ZM
22015,chp,2019,7,29,1,stpe,1,75,,TF,ZM
22016,chp,2019,7,29,1,stpe,1,75,,TF,ZM
22017,chp,2019,7,29,1,stpe,1,75,,TF,ZM
22018,chp,2019,7,29,1,stpe,1,75,,TF,ZM
22019,hdo,2019,7,29,1,stsc,3,75,,TF,ZM
22020,hdo,2019,7,29,1,stsc,3,75,,TF,ZM
22021,hdo,2019,7,29,1,stsc,3,75,,TF,ZM
22022,hdo,2019,7,29,2,bapi,3,75,,TF,ZM
22023,wfb,2019,7,30,1,sand,3,75,,KB,TF
22024,wfb,2019,7,30,1,sand,3,75,,KB,TF
22025,wfb,2019,7,30,1,sand,3,75,,KB,TF
22026,wfb,2019,7,30,1,sand,3,75,,KB,TF
22027,wfb,2019,7,30,1,sand,3,75,,KB,TF
22028,wfb,2019,7,30,1,sand,3,75,,KB,TF
22029,wfb,2019,7,30,1,sand,3,75,,KB,TF
22030,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22031,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22032,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22033,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22034,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22035,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22036,ssp,2019,7,30,1,pasa,3,75,,KB,TF
22037,ssp,2019,7,30,1,enso,3,75,,KB,TF
22038,ssp,2019,7,30,1,enso,3,75,,KB,TF
22039,ssp,2019,7,30,1,enso,3,75,,KB,TF
22040,ssp,2019,7,30,1,sand,3,75,,KB,TF
22041,ssp,2019,7,30,1,sand,3,75,,KB,TF
22042,ssp,2019,7,30,1,sand,3,75,,KB,TF
22043,ssp,2019,7,30,2,sand,3,75,,KB,TF
22044,ppo,2019,7,31,1,bapi,3,75,,TF,KB
22045,ppo,2019,7,31,1,crgu,3,75,,TF,KB
22046,ppo,2019,7,31,2,grsc,3,75,,TF,KB
22047,pba,2019,7,31,2,stpe,1,75,,TF,KB
22048,pba,2019,7,31,2,thst,3,75,,TF,KB
22049,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22050,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22051,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22052,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22053,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22054,kis1,2019,8,1,2,sand,3,75,,ZM,KB
22055,kis1,2019,8,1,2,bapi,3,75,,ZM,KB
22056,kis2,2019,8,1,1,pegu,3,75,,KB,KB
22057,kis2,2019,8,1,2,bapi,3,75,,KB,KB
22058,kis2,2019,8,1,2,bapi,3,75,,KB,KB
22059,kis2,2019,8,1,2,kegr,1,75,,KB,KB
22060,kis2,2019,8,1,2,stpe,1,75,,KB,KB
22061,gog4,2019,8,2,2,enso,3,75,,TF,ZM
22062,gog1,2019,8,2,1,enso,3,75,,TF,ZM
22063,gog1,2019,8,2,2,pegu,3,75,,TF,ZM
22064,fan1,2019,8,3,1,enso,3,75,,KB,TF
22065,fan1,2019,8,3,2,bapi,3,75,,KB,TF
22066,fan3,2019,8,3,1,bapi,3,75,,KB,TF
22067,fan3,2019,8,3,1,bapi,3,75,,KB,TF
22068,fan3,2019,8,3,2,tisc,3,75,,KB,TF
22069,koe1,2019,8,4,1,enso,3,75,,TF,KB
22070,koe1,2019,8,4,1,enso,3,75,,TF,KB
22071,koe1,2019,8,4,1,enso,3,75,,TF,KB
22072,koe1,2019,8,4,1,enso,3,75,,TF,KB
22073,koe1,2019,8,4,1,enso,3,75,,TF,KB
22074,koe1,2019,8,4,1,pasa,3,75,,TF,KB
22075,koe1,2019,8,4,2,enso,3,75,,TF,KB
22076,koe1,2019,8,4,2,enso,3,75,,TF,KB
22077,koe1,2019,8,4,2,pasa,3,75,,TF,KB
22078,koe1,2019,8,4,2,pasa,3,75,,TF,KB
22079,chp,2020,7,19,1,tube,1,75,,CP,ZM
22080,chp,2020,7,19,2,sisc,3,75,,CP,ZM
22081,chp,2020,7,19,2,kegr,3,75,,CP,ZM
22082,ssp,2020,7,20,1,enso,3,75,,AO,
22083,wfb,2020,7,20,1,enso,3,75,,AO,
22084,wfb,2020,7,20,2,sand,3,75,,AO,
22085,wfb,2020,7,20,2,sand,3,75,,AO,
22086,wfb,2020,7,20,2,sand,3,75,,AO,
22087,ppo,2020,7,21,1,thst,3,75,,AO,
22088,koe1,2020,7,23,1,enso,3,75,,ZM,
22089,koe1,2020,7,23,1,saso,3,75,,ZM,
22090,koe1,2020,7,23,1,saso,3,75,,ZM,
22091,koe1,2020,7,23,1,saso,3,75,,ZM,
22092,koe3,2020,7,23,1,sisc,3,75,,ZM,
22093,kis1,2020,7,24,2,enso,3,75,,ZM,CP
22094,kis2,2020,7,24,1,kegr,1,75,,ZM,CP
22095,fan1,2020,7,25,1,tisc,3,75,,AO,CP
22096,gog1,2020,7,26,1,enso,3,75,,CP,AO
22097,gog1,2020,7,26,1,enso,3,75,,CP,AO
22098,fan3,2020,7,25,1,enso,3,75,,AO,CP
22099,hdo,2021,7,8,1,stsc,3,75,,CP,RO
22100,chp,2021,7,8,2,pegu,3,75,,ZM,RO
22101,ssp,2021,7,9,1,enso,3,75,,CP,RO
22102,ssp,2021,7,9,1,sand,3,75,,CP,RO
22103,wfb,2021,7,9,1,sand,3,75,,RO,CP
22104,wfb,2021,7,9,1,sand,3,75,,RO,CP
22105,wfb,2021,7,9,2,saso,3,75,,RO,CP
22106,wfb,2021,7,9,2,pasa,3,75,,RO,CP
22107,koe3,2021,7,11,1,coho,1,75,,CP,RO
22108,koe1,2021,7,11,1,pasa,3,75,,CP,RO
22109,koe1,2021,7,11,1,enso,3,75,,CP,RO
22110,ksi1,2021,7,12,1,pasa,3,75,,ZM,CP
22111,ksi1,2021,7,12,1,enso,3,75,,ZM,CP
22112,kis2,2021,7,12,1,sand,3,75,,RO,KB
22113,kis2,2021,7,12,1,sand,3,75,,RO,KB
22114,kis2,2021,7,12,2,pegu,3,75,,RO,KB
22115,kis2,2021,7,12,2,kegr,1,75,,RO,KB
22116,gog1,2021,7,13,1,kegr,1,75,,KB,CP
22117,gog1,2021,7,13,1,pegu,3,75,,KB,CP
22118,fan3,2021,7,14,1,pegu,3,75,,CP,RO
22119,fan3,2021,7,14,1,enso,3,75,,CP,RO
22120,fan3,2021,7,14,1,sand,3,75,,CP,RO
22121,fan3,2021,7,14,1,tisc,3,75,,CP,RO
22122,kis6,2015,7,7,1,herr,3,74.4,,kaia,ben
22123,kis2,2015,7,7,2,herr,3,74.2,,kaia,ben
22124,hab2,2014,6,14,3,susm,3,74,,carolyn,midoli
22125,hab2,2014,6,14,3,susm,3,74,,carolyn,midoli
22126,ppo,2014,6,14,2,sand,3,74,,carolyn,midoli
22127,hab3,2014,6,14,2,stsc,3,74,,carolyn,midoli
22128,koe1,2014,6,15,2,sand,3,74,,carolyn,midoli
22129,koe2,2014,6,15,2,sand,3,74,,carolyn,midoli
22130,hdo,2014,6,16,2,pasa,3,74,,carolyn,midoli
22131,hdo,2014,6,16,2,enso,3,74,,carolyn,midoli
22132,wfb,2014,7,9,1,sand,3,74,,midoli,midoli
22133,wfb,2014,7,9,1,sand,3,74,,midoli,midoli
22134,ppo,2014,7,10,2,sand,1,74,,ben,midoli
22135,fei2,2014,7,11,1,thst,2,74,,ben,midoli
22136,kis3,2014,7,12,1,crgu,3,74,,midoli,ben
22137,kis4,2014,7,12,1,sisc,3,74,,midoli,ben
22138,kis4,2014,7,12,1,sand,3,74,,midoli,ben
22139,fan1,2014,7,13,1,tisc,3,74,,ben,ben
22140,fan1,2014,7,13,1,sisc,3,74,,ben,ben
22141,sni2,2014,7,14,1,sand,1,74,,midoli,ben
22142,ssp,2014,7,25,1,sand,3,74,,midoli,ben
22143,ssp,2014,7,25,2,sand,1,74,,midoli,ben
22144,fan1,2014,7,27,2,tisc,3,74,,midoli/carolyn,ben
22145,fan3,2014,7,27,1,tisc,3,74,,midoli/carolyn,ben
22146,kis5,2014,7,28,1,smsc,3,74,,midoli/carolyn,ben
22147,gog2,2014,7,30,1,sisc,3,74,,midoli,midoli
22148,gog3,2014,7,30,1,enso,3,74,,midoli,midoli
22149,gog3,2014,7,30,1,coro,3,74,,midoli,midoli
22150,hdo,2014,7,31,2,bapi,1,74,,midoli,midoli
22151,pba,2014,8,13,1,thst,2,74,,midoli,carolyn
22152,pba,2014,8,13,1,thst,2,74,,midoli,carolyn
22153,wfb,2014,8,14,2,saso,3,74,,ben,carolyn
22154,ssp,2014,8,14,2,stpe,1,74,,ben,carolyn
22155,fei3,2014,8,15,2,bapi,1,74,,carolyn,m
22156,fei4,2014,8,15,1,pegu,3,74,,carolyn,m
22157,sni4,2014,8,22,1,sand,1,74,,midoli,carolyn
22158,sni4,2014,8,22,1,byro,3,74,,midoli,carolyn
22159,fei5,2014,8,23,2,tube,3,74,,carolyn,midoli
22160,fei7,2014,8,25,1,sand,3,74,,ben,carolyn
22161,hdo,2014,9,7,1,bapi,1,74,,carolyn,midoli
22162,hdo,2014,9,7,1,shpe,1,74,,carolyn,midoli
22163,koe1,2014,9,7,1,saso,3,74,,carolyn,midoli
22164,pba,2014,9,8,1,shpe,1,74,"New crew member present, perch ID may be a bit variable. Confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
22165,pba,2014,9,8,2,pipe,3,74,,carolyn,midoli
22166,wfb,2014,9,9,1,sand,1,74,,midoli,carolyn
22167,ppo,2014,9,10,1,tisc,3,74,,midoli,carolyn
22168,ppo,2014,9,10,1,shpe,1,74,,midoli,carolyn
22169,ppo,2014,9,10,1,crgu,1,74,,midoli,carolyn
22170,wfb,2015,5,2,2,pink,1,74,,ben,ben
22171,fei9,2015,5,21,2,pasc,3,74,,zach/ben,zach
22172,kis8,2015,5,23,2,smsc,3,74,,,zach
22173,koe1,2015,6,1,2,pasa,3,74,,midoli,ben
22174,chp,2015,6,2,1,pasa,3,74,,ben,midoli
22175,chp,2015,6,2,2,sand,1,74,,ben,midoli
22176,chp,2015,6,2,2,sand,1,74,,ben,midoli
22177,sni8,2015,6,10,1,herr,1,74,,zach,zach
22178,hab4,2015,6,13,2,stsc,3,74,,ben,midoli
22179,hab7,2015,6,14,2,tisc,2,74,,zach,midoli
22180,cas1,2015,6,15,1,enso,3,74,,zach,ben
22181,cas1,2015,6,15,2,susm,3,74,,zach,ben
22182,nam1,2015,6,16,1,stsc,3,74,,zach,ben
22183,nam2,2015,6,16,1,enso,3,74,,zach,ben
22184,kis10,2015,6,17,2,smsc,3,74,,,ben
22185,fei10,2015,6,18,2,sand,1,74,,,ben
22186,fei11,2015,6,18,1,sand,1,74,,,ben
22187,hab6,2015,6,19,1,enso,3,74,,,ben
22188,hab6,2015,6,19,1,enso,3,74,,,ben
22189,hab6,2015,6,19,1,tube,1,74,,,ben
22190,wfb,2015,7,1,1,pasa,3,74,,,ben
22191,hdo,2015,7,2,2,pasa,3,74,,,ben
22192,hdo,2015,7,2,2,enso,3,74,,,ben
22193,hdo,2015,7,2,2,bago,3,74,,,ben
22194,hdo,2015,7,2,2,tube,3,74,,,ben
22195,chp,2015,7,3,2,pegu,3,74,,ben,ben
22196,fan3,2015,7,5,2,herr,3,74,,ben,ben
22197,fan3,2015,7,5,2,pegu,3,74,,ben,ben
22198,gog3,2015,7,6,1,pasa,3,74,,zach,ben
22199,gog3,2015,7,6,1,pasa,3,74,,zach,ben
22200,kis6,2015,7,7,1,stpe,1,74,,kaia,ben
22201,kis6,2015,7,7,1,bapi,3,74,,kaia,ben
22202,koe3,2015,7,8,2,sand,3,74,,ben,ben
22203,koe1,2015,7,8,1,coho,3,74,,ben,ben
22204,koe1,2015,7,8,1,pasa,3,74,,ben,ben
22205,koe1,2015,7,8,2,saso,3,74,,ben,ben
22206,hab2,2015,7,12,1,tube,3,74,,zach,zach
22207,hab2,2015,7,12,1,tube,3,74,,zach,zach
22208,hab2,2015,7,12,2,enso,3,74,,zach,zach
22209,fei2,2015,7,14,1,thst,2,74,,ben,zach
22210,fei2,2015,7,14,1,pasc,3,74,,ben,zach
22211,fei2,2015,7,14,1,sand,3,74,,ben,zach
22212,fei12,2015,7,14,1,thst,3,74,,ben,zach
22213,fei12,2015,7,14,2,smsc,3,74,,ben,zach
22214,fei12,2015,7,14,2,stsc,3,74,,ben,zach
22215,fei12,2015,7,14,2,bago,3,74,,ben,zach
22216,ssp,2015,7,28,1,enso,3,74,,ben,zach
22217,ssp,2015,7,28,1,sand,3,74,,ben,zach
22218,ssp,2015,7,28,1,sand,3,74,,ben,zach
22219,ssp,2015,7,28,1,sand,3,74,,ben,zach
22220,ssp,2015,7,28,1,sand,3,74,,ben,zach
22221,ppo,2015,7,29,1,tube,3,74,,zach,ben
22222,pba,2015,7,30,1,tisc,3,74,,zach,ben
22223,pba,2015,7,30,2,thst,3,74,,zach,ben
22224,chp,2015,7,30,1,tisc,3,74,,zach,ben
22225,koe3,2015,7,31,1,coho,1,74,,zach,kaia
22226,koe3,2015,7,31,1,coho,1,74,,zach,kaia
22227,koe1,2015,7,31,1,coho,1,74,,zach,kaia
22228,koe1,2015,7,31,1,coho,1,74,,zach,kaia
22229,koe1,2015,7,31,1,coho,1,74,,zach,kaia
22230,koe1,2015,7,31,1,sand,3,74,,zach,kaia
22231,ris1,2015,8,1,1,sand,3,74,,kaia,zach
22232,ris1,2015,8,1,1,pasa,3,74,,kaia,zach
22233,fei3,2015,8,2,1,crgu,3,74,,,
22234,fei4,2015,8,2,1,bapi,3,74,,,
22235,fei13,2015,8,12,1,bapi,3,74,,ben,zach
22236,sni9,2015,8,13,1,shpe,1,74,,ben,zach
22237,sni9,2015,8,13,1,bapi,1,74,,ben,zach
22238,sni9,2015,8,13,2,shpe,1,74,,ben,zach
22239,sni9,2015,8,13,2,bapi,3,74,,ben,zach
22240,sni10,2015,8,13,1,bapi,1,74,,ben,zach
22241,sni10,2015,8,13,1,bapi,1,74,,ben,zach
22242,sni10,2015,8,13,2,blgo,3,74,,ben,zach
22243,sni10,2015,8,13,2,blgo,3,74,,ben,zach
